博物馆,层次,年参观人次 （万 ）,珍贵文物（套/件 ）,藏品      （套/件 ）,省份,类型
和林格尔县盛乐博物馆,文物系统国有博物馆,8,44,497,内蒙古自治区,文化类
丽水摄影博物馆,其他行业国有博物馆,2,0,10376,浙江省,艺术类
三门县高天祥艺术馆,非国有博物馆,2,0,105,浙江省,艺术类
和平中学旧址陈列馆,文物系统国有博物馆,1,0,102,重庆市,历史类
西源革命纪念馆,文物系统国有博物馆,6,0,71,浙江省,历史类
慈溪市吴越青瓷博物馆,非国有博物馆,2,0,336,浙江省,行业类
河北海盐博物馆,文物系统国有博物馆,13,0,447,河北省,行业类
遂昌石文化博物馆,非国有博物馆,7,0,316,浙江省,文化类
温州市塘河青灯石刻艺术博物馆,非国有博物馆,18,0,303,浙江省,艺术类
河北省北方雕塑博物馆,非国有博物馆,0,0,300,河北省,艺术类
河北省供石雕塑博物馆,非国有博物馆,1,0,303,河北省,艺术类
龚自珍纪念馆,文物系统国有博物馆,0,0,20,浙江省,历史类
瑞安市隆山知青纪念馆,非国有博物馆,1,0,528,浙江省,历史类
宁波服装博物馆,其他行业国有博物馆,3,76,5373,浙江省,行业类
天台山民俗博物馆,非国有博物馆,1,0,29458,浙江省,文化类
绍兴周恩来纪念馆,其他行业国有博物馆,10,0,346,浙江省,历史类
河北省龙骧古泉博物馆,非国有博物馆,0,0,856,河北省,文化类
金华严军艺术馆,非国有博物馆,3,0,1864,浙江省,艺术类
河北省稍可轩博物馆,非国有博物馆,1,0,654,河北省,文化类
河北省新众业空调博物馆,非国有博物馆,0,0,1000,河北省,行业类
湖州市南浔区姚珠珠舞蹈艺术博物馆,非国有博物馆,5,0,330,浙江省,艺术类
湖州市徐缘桑基鱼塘系统历史文化博物馆,非国有博物馆,5,0,305,浙江省,行业类
河北省永昌博物馆,非国有博物馆,0,0,333,河北省,文化类
杭州万事利丝绸文化博物馆,非国有博物馆,1,0,114,浙江省,文化类
温岭市滨海革命纪念馆,非国有博物馆,0,0,10,浙江省,历史类
海宁市张宗祥书画院（纪念馆）,其他行业国有博物馆,0,0,433,浙江省,艺术类
嵊州市越剧博物馆,文物系统国有博物馆,8,15,30362,浙江省,艺术类
韩美林艺术馆,文物系统国有博物馆,6,0,2000,浙江省,艺术类
丽水市处州青瓷博物馆,非国有博物馆,0,0,776,浙江省,行业类
桐乡市茅盾纪念馆,文物系统国有博物馆,9,64,543,浙江省,历史类
河南电影博物馆,文物系统国有博物馆,1,0,52163,河南省,行业类
河南炎黄明清家具博物馆,非国有博物馆,0,0,319,河南省,文化类
河源市博物馆（河源恐龙博物馆）,文物系统国有博物馆,35,139,40119,广东省,科技类
荷桥村村史陈列馆,其他行业国有博物馆,0,0,102,四川省,历史类
菏泽市世知堂博物馆,非国有博物馆,11,0,5200,山东省,文化类
嘉善县吴镇纪念馆,文物系统国有博物馆,0,0,未知,浙江省,历史类
鹤岗城市记忆博物馆,文物系统国有博物馆,1,0,2300,黑龙江省,历史类
黑河市瑷珲记忆馆,非国有博物馆,0,0,500,黑龙江省,历史类
绍兴市华脉书画博物馆,非国有博物馆,0,0,262,浙江省,艺术类
嘉兴五四文化博物馆,非国有博物馆,1,0,1241,浙江省,文化类
磐安茶文化博物馆,文物系统国有博物馆,40,3,43,浙江省,文化类
何氏三杰陈列馆,其他行业国有博物馆,24,0,105,浙江省,历史类
黑河知青博物馆,文物系统国有博物馆,4,1193,13500,黑龙江省,文化类
金华市南科古生物博物馆,非国有博物馆,3,7,7,浙江省,科技类
浙东革命根据地纪念馆,其他行业国有博物馆,2,6,131,浙江省,历史类
浙江省博物馆（浙江革命历史纪念馆）,文物系统国有博物馆,87,36209,82421,浙江省,历史类
平湖市吴一峰艺术馆,文物系统国有博物馆,5,5,250,浙江省,艺术类
诸暨市卓越人文艺术馆,非国有博物馆,0,0,316,浙江省,艺术类
临海市郑广文纪念馆,文物系统国有博物馆,2,0,83,浙江省,历史类
黑龙江红太阳展览馆,非国有博物馆,0,0,300,黑龙江省,文化类
马岙博物馆,其他行业国有博物馆,4,0,300,浙江省,历史类
台湾义勇队纪念馆,其他行业国有博物馆,0,0,190,浙江省,历史类
杭州胡庆余堂中药博物馆,非国有博物馆,18,40,2919,浙江省,行业类
绍兴市越中艺术博物馆,非国有博物馆,7,0,515,浙江省,艺术类
岳飞纪念馆（俞曲园纪念馆）,文物系统国有博物馆,27,29,166,浙江省,历史类
黑龙江流域博物馆,文物系统国有博物馆,4,193,9200,黑龙江省,文化类
金华市木版年画博物馆,非国有博物馆,2,0,3008,浙江省,艺术类
杭州西湖博览会博物馆,其他行业国有博物馆,3,0,483,浙江省,文化类
宁波市海曙区王升大粮油工艺博物馆,非国有博物馆,4,0,4015,浙江省,历史类
嘉兴粽子文化博物馆,非国有博物馆,29,0,182,浙江省,文化类
黑龙江省爱民青铜器博物馆,非国有博物馆,0,0,302,黑龙江省,文化类
宁波市鄞州区插花艺术馆,非国有博物馆,4,0,674,浙江省,艺术类
舟山鸦片战争纪念馆,其他行业国有博物馆,5,0,243,浙江省,历史类
黑龙江省春红昆虫博物馆,非国有博物馆,0,0,699,黑龙江省,科技类
温州教育史馆,其他行业国有博物馆,0,0,1350,浙江省,行业类
黑龙江省甘南县金代长城博物馆,文物系统国有博物馆,0,50,50,黑龙江省,文化类
绍兴市荷湖乡土文化博物馆,非国有博物馆,1,0,1654,浙江省,文化类
德清县莫干山陆有仁中草药博物馆,非国有博物馆,2,0,1159,浙江省,行业类
台州市黄岩区松溪美术馆,非国有博物馆,2,0,398,浙江省,艺术类
宁海县许家山石文化展示馆,非国有博物馆,1,0,1629,浙江省,文化类
黑龙江省浩源地方文献博物馆,非国有博物馆,2,0,1000,黑龙江省,文化类
临海市台州府城刺绣博物馆,非国有博物馆,2,0,322,浙江省,艺术类
宁波市千峰越窑青瓷博物馆,非国有博物馆,2,0,308,浙江省,行业类
诸暨市裕昌号民间艺术馆,非国有博物馆,3,0,550,浙江省,艺术类
瑞安市仙降革命斗争史纪念馆,非国有博物馆,0,0,283,浙江省,历史类
安吉古城遗址博物馆,文物系统国有博物馆,12,11,731,浙江省,历史类
临海市梦宝来民俗博物馆,非国有博物馆,2,0,2537,浙江省,文化类
亭旁起义纪念馆,文物系统国有博物馆,0,0,69,浙江省,历史类
诸暨市香榧博物馆,其他行业国有博物馆,0,0,2120,浙江省,文化类
大革命时期中共宁波地委旧址纪念馆,文物系统国有博物馆,1,0,未知,浙江省,历史类
杭州市萧山区梦娜斯酒文化博物馆,非国有博物馆,1,0,395,浙江省,文化类
浦江县吴茀之纪念馆,文物系统国有博物馆,5,0,258,浙江省,历史类
黑龙江太阳岛俄罗斯风情小镇博物馆,非国有博物馆,0,0,未知,黑龙江省,文化类
湿地博物馆,其他行业国有博物馆,17,0,25641,浙江省,科技类
镇海口海防历史纪念馆,文物系统国有博物馆,11,146,691,浙江省,历史类
黑龙滩陈列馆,文物系统国有博物馆,1,0,187,四川省,历史类
绍兴鲁迅纪念馆,文物系统国有博物馆,97,222,6507,浙江省,历史类
台州市吴子熊水晶艺术博物馆,非国有博物馆,1,0,350,浙江省,艺术类
浙东海事民俗博物馆（浙东学术文化陈列馆、银台第官宅博物馆）,文物系统国有博物馆,1,1,266,浙江省,文化类
瑞安市叶适纪念馆,非国有博物馆,1,0,353,浙江省,历史类
杭州市萧山区开运通宝民俗博物馆,非国有博物馆,1,0,800,浙江省,文化类
黑水县芦花会议会址陈列馆,文物系统国有博物馆,1,1,136,四川省,历史类
浙江省现代陶瓷艺术博物馆,非国有博物馆,6,0,777,浙江省,艺术类
宁波市鄞州紫林坊艺术馆,非国有博物馆,2,0,1295,浙江省,艺术类
宁波鄞州陶瓷文化艺术馆,非国有博物馆,3,0,556,浙江省,文化类
浙江自然博物院,文物系统国有博物馆,158,0,289946,浙江省,科技类
宁海县海洋生物博物馆,非国有博物馆,1,0,855,浙江省,科技类
乐清市蒲岐古城民俗博物馆,非国有博物馆,2,0,685,浙江省,文化类
衡水市冀州区冀商博物馆,非国有博物馆,0,0,1000,河北省,行业类
大韩民国临时政府杭州旧址纪念馆,其他行业国有博物馆,1,0,88,浙江省,历史类
乐清市铁枫堂博物馆,非国有博物馆,1,0,303,浙江省,文化类
衡水市桃城区法帖博物馆,文物系统国有博物馆,2,124,124,河北省,文化类
红江县政治保卫局旧址陈列馆,文物系统国有博物馆,7,0,86,四川省,历史类
台州刺绣博物馆,非国有博物馆,1,0,418,浙江省,艺术类
洪泽湖博物馆,文物系统国有博物馆,2,11,479,江苏省,文化类
侯马晋国古都博物馆,文物系统国有博物馆,0,139,1407,山西省,历史类
杭州海塘遗址博物馆,文物系统国有博物馆,9,0,39,浙江省,历史类
胡志明旧居,文物系统国有博物馆,3,0,30,广西壮族自治区,历史类
舟山名人馆,其他行业国有博物馆,3,0,252,浙江省,历史类
湖南和平解放史事陈列馆,文物系统国有博物馆,4,0,449,湖南省,历史类
诸暨市越地农耕文化博物馆,非国有博物馆,0,0,400,浙江省,文化类
湖南浏阳永和菊花石博物馆,非国有博物馆,6,0,300,湖南省,文化类
湖南省兰天车辆博物馆,非国有博物馆,3,0,310,湖南省,行业类
宁海县江南民间艺术馆,非国有博物馆,7,0,650,浙江省,艺术类
温州市红欣盆景艺术博物馆,非国有博物馆,1,0,327,浙江省,艺术类
“五四宪法”历史资料陈列馆,其他行业国有博物馆,25,0,6228,浙江省,历史类
湖南谢子龙摄影博物馆,非国有博物馆,50,0,331,湖南省,行业类
盖叫天故居,文物系统国有博物馆,10,7,107,浙江省,历史类
慈溪市博物馆（慈溪市科技馆）,文物系统国有博物馆,12,519,4477,浙江省,科技类
湖南益阳达人纺织工业博物馆,非国有博物馆,45,0,500,湖南省,行业类
湖州德泰恒博物馆,非国有博物馆,0,0,267,浙江省,文化类
瑞安市叶茂钱收藏馆,非国有博物馆,1,0,300,浙江省,行业类
湖州通灵奇石艺术博物馆,非国有博物馆,1,0,300,浙江省,艺术类
杭州江南明清古建筑博物馆,非国有博物馆,3,0,55,浙江省,文化类
绍兴中国酱文化博物馆,非国有博物馆,3,0,705,浙江省,行业类
杭州工艺美术博物馆,文物系统国有博物馆,57,565,7581,浙江省,艺术类
温州市洞头区东海贝雕艺术博物馆,非国有博物馆,3,0,526,浙江省,艺术类
湖州市南浔区辑里湖丝博物馆,非国有博物馆,1,0,358,浙江省,行业类
湖州市南浔区徐迟文学馆,非国有博物馆,5,0,311,浙江省,文化类
衢州市慢城文化艺术博物馆,非国有博物馆,5,0,12000,浙江省,文化类
绍兴市兰亭书法博物馆,其他行业国有博物馆,8,3,4970,浙江省,艺术类
湖州市吴兴区湖镜博物馆,非国有博物馆,1,0,303,浙江省,文化类
杭州市萧山区湘湖吴越古文化博物馆,非国有博物馆,0,0,3782,浙江省,文化类
舟山市妙有堂艺术馆,非国有博物馆,0,0,1331,浙江省,艺术类
湖州市南浔区红军长征追踪馆,非国有博物馆,5,0,312,浙江省,历史类
象山县革命烈士纪念馆,其他行业国有博物馆,2,0,未知,浙江省,历史类
张乐平纪念馆,文物系统国有博物馆,1,0,80,浙江省,历史类
叶一苇艺术馆,文物系统国有博物馆,0,0,1718,浙江省,艺术类
连横纪念馆,文物系统国有博物馆,4,0,未知,浙江省,历史类
湖州太湖船模馆,非国有博物馆,2,0,322,浙江省,行业类
舟山市观音佛像美术馆,非国有博物馆,1,0,300,浙江省,艺术类
嘉兴博物馆（嘉兴马家浜文化博物馆）,文物系统国有博物馆,12,2299,11901,浙江省,文化类
宁海县得心坊艺术馆,非国有博物馆,0,0,847,浙江省,艺术类
湖州市吴兴区妙境禅茶文化博物馆,非国有博物馆,5,0,200,浙江省,文化类
中国财税博物馆,其他行业国有博物馆,2,0,10482,浙江省,行业类
浙江辛亥革命纪念馆,文物系统国有博物馆,2,0,7,浙江省,历史类
嘉兴地方党史陈列馆,其他行业国有博物馆,1,0,123,浙江省,历史类
湖州知青博物馆,非国有博物馆,2,0,2000,浙江省,文化类
绍兴市汉生根雕艺术馆,非国有博物馆,1,0,312,浙江省,艺术类
花垣县苗族博物馆,文物系统国有博物馆,1,212,1010,湖南省,文化类
台州市台绣刺绣博物馆,非国有博物馆,0,0,830,浙江省,艺术类
华蓥山起义女战士陈列馆,文物系统国有博物馆,5,0,52,四川省,历史类
金华酒博物馆,其他行业国有博物馆,24,0,18,浙江省,行业类
龙泉市香菇博物馆,非国有博物馆,21,0,323,浙江省,行业类
宁波市甬剧研究传习中心,其他行业国有博物馆,0,0,633,浙江省,艺术类
王锡桐起义遗址,文物系统国有博物馆,0,0,150,浙江省,历史类
长兴金钉子博物馆,其他行业国有博物馆,19,0,350,浙江省,行业类
临海市台州府城民俗博物馆,非国有博物馆,2,0,880,浙江省,文化类
临海市天弘造像艺术博物馆,非国有博物馆,1,0,479,浙江省,艺术类
瑞安市陈傅良纪念馆,非国有博物馆,1,0,183,浙江省,历史类
台州市黄岩区老俞民俗博物馆,非国有博物馆,3,0,1530,浙江省,文化类
马一浮纪念馆,文物系统国有博物馆,10,0,39,浙江省,历史类
杭州南宋钱币博物馆,非国有博物馆,11,0,159902,浙江省,行业类
临海市于至楼庭院艺术博物馆,非国有博物馆,0,0,329,浙江省,艺术类
瑞安市维加斯服装文化博物馆,非国有博物馆,0,0,310,浙江省,文化类
桐乡市钟旭洲钱币艺术博物馆,文物系统国有博物馆,9,2422,5690,浙江省,行业类
淮安市楚州博物馆,文物系统国有博物馆,50,380,7182,江苏省,文化类
德清县莫干山艺术邮票馆,非国有博物馆,1,0,307,浙江省,艺术类
绍兴市金国胜雕塑艺术馆,非国有博物馆,0,0,150,浙江省,艺术类
淮北市矿山博物馆,文物系统国有博物馆,2,0,1499,安徽省,科技类
嘉兴毛泽东像章书画展览馆,非国有博物馆,5,0,25000,浙江省,艺术类
杭州西湖丝绸文化博物馆,非国有博物馆,1,0,338,浙江省,文化类
吴有发绘画陈展馆,文物系统国有博物馆,0,0,101,浙江省,艺术类
杭州市余杭章太炎故居纪念馆,文物系统国有博物馆,9,5,292,浙江省,历史类
绍兴市越龙钱币博物馆,非国有博物馆,3,0,867,浙江省,行业类
台州市黄岩区永宁书画博物馆,非国有博物馆,1,0,520,浙江省,艺术类
“枫桥经验”陈列馆,其他行业国有博物馆,3,0,107,浙江省,历史类
宁海东方艺术造像博物馆,非国有博物馆,12,0,585,浙江省,艺术类
张苍水纪念馆,文物系统国有博物馆,1,0,未知,浙江省,历史类
宁波市奉化区民间中医药博物馆,非国有博物馆,0,0,480,浙江省,行业类
杭州李叔同纪念馆,文物系统国有博物馆,20,0,10,浙江省,历史类
绍兴气象博物馆,其他行业国有博物馆,10,0,6000,浙江省,科技类
德清蛇文化博物馆,非国有博物馆,2,0,350,浙江省,文化类
绍兴市古艺术博物馆,非国有博物馆,0,200,200,浙江省,艺术类
绍兴市戴葆庭钱币文化博物馆,非国有博物馆,1,0,350,浙江省,文化类
太平天国侍王府纪念馆,文物系统国有博物馆,5,39,160,浙江省,历史类
新昌县凯名胡琴艺术博物馆,非国有博物馆,0,0,398,浙江省,艺术类
