销售员,区域,订单日期,回签日期,客户订单号,客户名称,产品规格,单价,数量,合计,发货日期,发货数量,批号,厂商,账期,开票日期,发票号,开票金额,理论收款日,收款年份,实际到款日,实际到款金额,"2023年其中
逾期应收账款",客户承诺付款日,信用额度,备注
尹春,广东省,45232,45232,CON-A2311/010,雅柏药业（中国)有限公司,HP55,600.0,100,60000,45236,100,PF55-310018,乐天,30,45245,130991524,60000,45275,2023,45280,60000.0,0,12月19,,
尹春,广东省,45236,45244,4500301353,扬子江药业集团广州海瑞药业有限公司,M101,45.0,3000,133800,45252,3000,C2307130,明台,30,45266,153667922,133800,45296,2024,45303,133800.0,0,1月30,,特批同意发货
尹春,广东省,45238,系统订单,4500083622,仙乐健康科技（广东）有限公司,244FP（美）,198.0,27,5386,45240,27,5210237457,Grace,30,45252,137657273,5386,45282,2023,45275,5386.0,0,,,20240415申请返利
尹春,广东省,45244,系统订单,4500084144,仙乐健康科技股份有限公司,244FP（美）,198.0,41,8078,45250,41,5210237547,Grace,30,45258,145058141,8078,45288,2023,45281,8078.0,0,,,20240415申请返利
尹春,广东省,45245,系统订单,4500084239,仙乐健康科技股份有限公司,M105,63.0,50,3150,45250,50,C2309503,明台,30,45258,145058141,3150,45288,2023,45281,3150.0,0,,,20240415申请返利
尹春,广西省,45245,45251,YF20231116-3,桂林南药股份有限公司,244FP,230.0,10,2300,45252,10,1000393760,Grace,30,45258,144951589,2300,45288,2024,45392,2300.0,0,3月20,,
尹春,广东省,45251,系统订单,4500084736,仙乐健康科技股份有限公司,M105,63.0,75,4725,45264,75,C2309503,明台,30,45273,160668335,4725,45303,2024,45300,4725.0,0,,,20240415申请返利
尹春,广东省,45252,,SW20220309,硕维营养科技（广州）有限公司,K30,130.0,25,3250,45252,25,PK30-221113F13,南杭,款到发货,45258,144954547,3250,#VALUE!,2023,45251,3250.0,#VALUE!,,,
尹春,广东省,45257,45264,SZ20231127,深圳立健药业有限公司,M102,48.0,225,10800,45264,225,C2307111,明台,款到发货,45273,160716924,10800,#VALUE!,2023,45261,10800.0,#VALUE!,,,
尹春,广东省,45257,45257,PO2311099,广东东阳光药业股份有限公司,M101,47.0,1000,47000,45287,1000,C2308109,明台,30,45288,179287045,47000,45318,2024,45378,47000.0,0,3月20,,
尹春,广东省,45258,45260,GDSF20231127,广东赛烽医药科技有限公司,244FP,238.0,20,4760,45264,20,1000393760,Grace,款到发货,45273,160711295,4760,#VALUE!,2023,45261,4760.0,#VALUE!,,,
尹春,广西省,45259,45268,GL20231128,桂林三金药业股份有限公司,244FP,200.0,30,6000,45264,30,1000393760,Grace,30,45273,160708568,6000,45303,2024,45300,6000.0,0,,,特批先发货
尹春,广东省,45260,系统订单,4500085501,仙乐健康科技股份有限公司,M105,63.0,100,6300,45264,25,C2309503,明台,30,45273,160668335,1575,45303,2024,45300,1575.0,0,,,20240415申请返利
尹春,广东省,45260,系统订单,4500085501,仙乐健康科技股份有限公司,CCS,160.0,250,40000,45264,250,D2302016,明台,30,45273,160668335,40000,45303,2024,45300,40000.0,0,,,20240415申请返利
尹春,广东省,45260,系统订单,4500085501,仙乐健康科技股份有限公司,244FP（美）,198.0,27,5386,45288,27,5210237457,Grace,30,45288,179524349,5386,45318,2024,45316,5386.0,0,,,20240415申请返利
尹春,广东省,45265,系统订单,4500085687,仙乐健康科技股份有限公司,244FP（美）,198.0,41,8078,45288,41,5210237457,Grace,30,45288,179524349,8078,45318,2024,45316,8078.0,0,,,20240415申请返利
尹春,广东省,45259,45267,PO2311170,广东东阳光药业股份有限公司,M101,47.0,2000,94000,45287,2000,C2308111,明台,30,45288,179287045,94000,45318,2024,45378,94000.0,0,3月20,,
尹春,广东省,45271,45286,PO2312059,广东东阳光药业股份有限公司,M101,47.0,2000,94000,45287,2000,C2308109  1400KG  C2308111  600KG,明台,30,45288,179287045,94000,45318,2024,45378,94000.0,0,3月20,,
尹春,广东省,45271,45273,TR20231211,广州市天润药用辅料有限公司,CCS,200.0,75,15000,45275,75,D2309016,明台,款到发货,45285,174231712,15000,#VALUE!,2023,45274,15000.0,#VALUE!,,,
尹春,广东省,45271,,LJ20231208-M101,丽健（广东）动物保健有限公司,M112,85.0,150,12750,45279,150,C2301108,明台,款到发货,45285,174255897,12750,#VALUE!,2023,45278,12750.0,#VALUE!,,,
尹春,安徽省,45273,系统订单,4500086200,仙乐健康科技(安徽)有限公司,M105,63.0,25,1575,45282,25,C2309503,明台,30,45288,179416103,1575,45318,2024,45314,1575.0,0,,,20240415申请返利
尹春,广东省,45275,系统订单,4500086334,仙乐健康科技股份有限公司,M105,63.0,75,4725,45278,75,C2309503,明台,30,45285,174216512,4725,45315,2024,45309,4725.0,0,,,20240415申请返利
尹春,广东省,45281,系统订单,4500086701,仙乐健康科技股份有限公司,244FP（美）,198.0,27,5386,45288,27,5210237462,Grace,30,45288,179524349,5386,45318,2024,45316,5386.0,0,,,20240415申请返利
尹春,广东省,45281,系统订单,4500086663,仙乐健康科技(安徽)有限公司,244FP（美）,198.0,14,2693,45282,14,5210237438,Grace,30,45288,179416103,2693,45318,2024,45314,2693.0,0,,,20240415申请返利
尹春,广东省,45281,系统订单,4500086679,仙乐健康科技(安徽)有限公司,M105,63.0,25,1575,45282,25,C2309503,明台,30,45288,179416103,1575,45318,2024,45314,1575.0,0,,,"20240415申请返利
仙乐2023发货返利全部结清"
尹春,广东省,45285,,SZ20231225,深圳立健药业有限公司,M102,48.0,175,8400,45288,175,C2307123,明台,款到发货,45288,179235140,8400,#VALUE!,2023,45287,8400.0,#VALUE!,,,运输破损1箱，物流索赔。已开票。下次订单需要补货1箱
尹春,福建省,3月,,,福建海西新药创制股份有限公司,974P,490.0,5,2450,,5,,Corel,款到发货,45012,9420877,2450,45012,2023,45006,2450.0,0,,,
尹春,福建省,4月,,,厦门蔚扬药业有限公司,M112,73.0,25,1825,,25,,明台,款到发货,45029,12294923,1825,#VALUE!,2023,45026,1825.0,#VALUE!,,,
尹春,福建省,45054,无,,福建品腾药业有限公司,M101,54.0,25,1350,45061,25,C2303122,明台,款到发货,45071,20992672,1350,#VALUE!,2023,45061,1350.0,#VALUE!,,,
尹春,福建省,45054,无,,福建品腾药业有限公司,M102,54.0,25,1350,45061,25,C2304102,明台,款到发货,45071,20992672,1350,#VALUE!,2023,45061,1350.0,#VALUE!,,,
尹春,福建省,45061,45076,K02230219,福建东瑞制药有限公司,M102,45.0,1000,45000,45076,1000,C2305115,明台,款到发货,45085,24991721,45000,#VALUE!,2023,45075,45000.0,#VALUE!,,,发货安徽华辰制药
尹春,福建省,45086,45103,K02230261,福建东瑞制药有限公司,M102,45.0,1100,49500,45104,1100,C2306104,明台,款到发货,45113,36132344,49500,#VALUE!,2023,45103,49500.0,#VALUE!,,,
尹春,福建省,45113,45119,20230703001,福建南方制药股份有限公司,M101,56.0,25,1400,45119,25,C2212107,明台,款到发货,45126,41878796,1400,#VALUE!,2023,45118,1400.0,#VALUE!,,,
尹春,福建省,45132,45133,LD-SCD-SHHM2230724,厦门力卓药业有限公司,M200,65.0,425,27625,45142,425,C2211035,明台,预付70%，30%验收30天,45154,57757098,27625,#VALUE!,2023,"08/03
12/22",27625.0,#VALUE!,,7000,
尹春,福建省,45147,45160,XM20230809,金日制药（中国）有限公司,M105,77.0,25,1925,45210,25,C2309503,明台,30,45217,103788475,1925,45247,2023,45279,1925.0,0,12月15日（外检结果还没有出来）,500,
尹春,福建省,45149,没有回传,XM20230811,厦门蔚扬药业有限公司,M112,73.0,25,1825,45152,25,C2301108,明台,款到发货,45161,62277283,1825,#VALUE!,2023,45152,1825.0,#VALUE!,,,
尹春,福建省,45180,没有回传,PTF2023 0004,福建品腾药业有限公司,硬脂酸镁,420.0,5,2100,45183,5,MGST9I2052,NITIKA,款到发货,45189,82865450,2100,#VALUE!,2023,45184,2100.0,#VALUE!,,,石总特批先发货
尹春,福建省,45216,45216,,厦门蔚扬药业有限公司,M112,73.0,25,1825,45216,25,C2301108,明台,款到发货,45224,110321837,1825,#VALUE!,2023,45216,1825.0,#VALUE!,,,
尹春,福建省,45226,45229,FJHK20231027,福建海西新药创制股份有限公司,HP55,798.0,20,15960,45230,20,PF55-310017,乐天,款到发货,45238,123924654,15960,#VALUE!,2023,45229,15960.0,#VALUE!,,,
尹春,福建省,45230,45232,FSP20231031005,福建南方制药股份有限公司,M101,56.0,25,1400,45236,25,C2307116,明台,款到发货,45245,13993459,1400,#VALUE!,2023,45233,1400.0,#VALUE!,,,
尹春,福建省,45266,45275,K02230554,福建东瑞制药有限公司,M102,45.0,1000,45000,45276,1000,"C2306104  250KG,C2307123   750KG",明台,款到发货,45285,174206977,45000,#VALUE!,2023,45275,45000.0,#VALUE!,,,
尹春,江西省,3月,,,江西汇仁药业股份有限公司,M105,66.0,750,49500,,750,,明台,30,45007,8690836,49500,45007,2023,45052,49500.0,0,,38500,
尹春,江西省,3月,,,江西仁齐制药有限公司,M101,63.0,75,4725,,75,,明台,款到发货,45022,11059580,4725,45022,2023,45007,4725.0,0,,,
尹春,江西省,3月,,,江西仁齐制药有限公司,硬脂富马酸钠,2600.0,25,65000,,25,,NITIKA,款到发货,45022,11059580,65000,45022,2023,45007,65000.0,0,,,
尹春,江西省,4月,,,江西汇仁药业股份有限公司,M105,66.0,600,39600,,600,,明台,30,45029,12291273,39600,45029,2023,45072,39600.0,0,,,
尹春,江西省,45127,年度合同,年度合同,江西汇仁药业股份有限公司,M105,66.0,500,33000,45127,500,C2207032,明台,30,45134,46623902,33000,45164,2023,45211,33000.0,0,,,
尹春,江西省,45140,45141,NC20230802,南昌市飞弘药业有限公司,M101,50.0,1000,50000,45142,1000,"C2304121  250KG,C2304129  750KG",明台,款到发货,45154,57754482,50000,#VALUE!,2023,45142,50000.0,#VALUE!,,,
尹春,江西省,8月,年度合同,年度订单，以实际发货为结算,江西汇仁药业股份有限公司,M105,66.0,1350,89100,45210,475,C2309503,明台,30,45217,103761324,31350,45247,2023,45261,31350.0,0,,,
尹春,江西省,45206,45207,NC20231007,南昌市飞弘药业有限公司,M101,50.0,1000,50000,45208,1000,C2307116,明台,款到发货,45217,103774065,50000,#VALUE!,2023,45207,50000.0,#VALUE!,,,
尹春,江西省,45232,,JX20231102,江西仁齐制药有限公司,M102,60.0,100,6000,45236,100,C2307104,明台,款到发货,45245,130989543,6000,#VALUE!,2023,45232,6000.0,#VALUE!,,,
尹春,江西省,45239,45239,JX20231109,江西仁齐制药有限公司,硬脂富马酸钠,2600.0,15,39000,45240,15,SSFM3I127,NITIKA,款到发货,45251,136938293,39000,#VALUE!,2023,45240,39000.0,#VALUE!,,,
尹春,江西省,45244,45244,NC20231114,南昌市飞弘药业有限公司,M101,50.0,1000,50000,45246,1000,C2308108,明台,款到发货,45258,144947788,50000,#VALUE!,2023,45245,50000.0,#VALUE!,,,
其他,江苏省,45001,45001,50018233-2,康宝莱（中国）保健品有限公司,244FP（美）,166.0,775,128993,45051,775,5210227381,GRACE,30,45056,17263361,128996,45086,2023,45086,128996.0,0,,85000,
其他,江苏省,4月,4月,50018233-1,康宝莱（中国）保健品有限公司,244FP（美）,166.0,272,45261,45019,272,5210227381,GRACE,30,45022,11072748,42999,45052,2023,45051,42999.0,0,,,
其他,江苏省,4月,不需要,3400021356,阿斯利康药业（中国）有限公司,244FP（美）,198.0,109,21542,45083,109,5210237438,GRACE,75,45090,26629218,21542,45165,2023,45167,21542.0,0,,155000,
其他,江苏省,45041,不需要,3400021342,阿斯利康药业（中国）有限公司,244FP（美）,198.0,109,21542,45103,109,5210237438,GRACE,75,45113,36083074,21542,45188,2023,45191,21542.0,0,,,
其他,江苏省,45041,不需要,3400021342,阿斯利康药业（中国）有限公司,244FP（美）,198.0,1482,293515,45132,1482,5210237438,GRACE,75,45142,51028516,293513,45217,2023,45218,293513.0,0,,,
其他,江苏省,45065,45065,50018420-1,康宝莱（中国）保健品有限公司,244FP（美）,190.0,136,25840,45141,136,5210237448,GRACE,30,45154,57732261,25840,45184,2023,45176,25840.0,0,,,
其他,江苏省,45132,不需要,3400021963,阿斯利康药业（中国）有限公司,244FP（美）,198.0,1428,282744,45223,1428,5210237457,GRACE,75,45225,110995868,282742,45300,2024,45301,282742.0,0,,,
其他,江苏省,45160,45160,50018420-2,康宝莱（中国）保健品有限公司,244FP（美）,190.0,136,25840,45207,136,5210237448,GRACE,30,45210,97768842,25840,45240,2023,45239,25840.0,0,,,
其他,辽宁省,45181,无合同,,大连长生医药科技有限公司,,220.0,816,179520,45184,816,5210237448,GRACE,款到发货,45194,86864009,179520,#VALUE!,2023,45181,179520.0,#VALUE!,,,客户自提
其他,江苏省,45195,45195,50018420-3,康宝莱（中国）保健品有限公司,244FP（美）,190.0,177,33630,45232,177,"5210237448    81.6KG
5010237457    95.2KG",GRACE,30,45238,123917428,33592,45268,2023,45258,33592.0,0,,,
其他,江苏省,45230,45230,50018420-4,康宝莱（中国）保健品有限公司,244FP（美）,190.0,367,69768,45264,367,5210237462,GRACE,30,45273,160760915,69767,45303,2024,45296,69767.0,0,,,
其他,江苏省,45260,45260,4006294-1,康宝莱（江苏）保健品有限公司,244FP（美）,190.0,82,15504,45271,82,5210237462,GRACE,30,45279,167907111,10336,45309,2024,45309,10336.0,0,,,破损27.2kg，少开票
其他,江苏省,45260,45260,4006294-1,康宝莱（江苏）保健品有限公司,244FP（美）,190.0,(27),(5168),,(27),5210237462,GRACE,30,,,,30,,,,0,,,破损2袋，拒收2袋。少开票2袋
