月份,项目店,区域,经营模式,有无预算,科目,本月计划,本月完成,备注
2月,研发大厦,河北子公司,非学校自营,有预算,项目合作分红,0,0,0
2月,研发大厦,河北子公司,非学校自营,有预算,项目店可分配利润,(39805),(43847),0
2月,博兴电厂,河北子公司,托管,有预算,综合收入,67149,201321,0
2月,博兴电厂,河北子公司,托管,有预算,综合成本,30859,58086,0
2月,博兴电厂,河北子公司,托管,有预算,综合毛利,36290,143235,0
2月,博兴电厂,河北子公司,托管,有预算,劳务收入,67149,201321,2月劳务收入（总公司59798.7元，云馨115522.36元，预估个卡回款26000元
2月,博兴电厂,河北子公司,托管,有预算,劳务成本,30859,58086,13人工资
2月,博兴电厂,河北子公司,托管,有预算,劳务毛利,36290,143235,0
2月,博兴电厂,河北子公司,托管,有预算,餐饮收入,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,餐饮成本,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,餐饮毛利,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,销售收入,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,销售成本,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,销售毛利,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,外包档口收入,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,外包档口成本,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,外包档口毛利,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,其他收入,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,其他成本,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,其他毛利,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,人事费用,9153,14940,0
2月,博兴电厂,河北子公司,托管,有预算,工资,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,监管工资,750,0,0
2月,博兴电厂,河北子公司,托管,有预算,绩效考核奖,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,公司承担外包费,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,公司缴纳五险,7453,13990,13人公司承担社保部分
2月,博兴电厂,河北子公司,托管,有预算,外包五险,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,商业保险费,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,外包管理费,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,福利费,950,950,春节福利950元
2月,博兴电厂,河北子公司,托管,有预算,员工宿舍费,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,能源费用,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,水费,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,电费,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,燃气费,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,暖气费,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,运营费用,150,5871,0
2月,博兴电厂,河北子公司,托管,有预算,办公费,50,54,杨丽芳报销邮寄费54元
2月,博兴电厂,河北子公司,托管,有预算,差旅费,100,268,任志有报销边魁帮扶差旅费268元
2月,博兴电厂,河北子公司,托管,有预算,汽车费用,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,营销费用,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,低值物料,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,目视化费用,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,修理费,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,招待费,0,5549,2024年春节招待5549元
2月,博兴电厂,河北子公司,托管,有预算,运输费用,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,其他,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,固定费用,8926,20787,0
2月,博兴电厂,河北子公司,托管,有预算,租金,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,管理费,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,市场开发费,2990,2990,博兴电厂中标服务费摊销（2023年5月-2024年4月），每月摊销2989.94元
2月,博兴电厂,河北子公司,托管,有预算,折旧,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,各项摊提,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,上交总部管理费,1679,5033,0
2月,博兴电厂,河北子公司,托管,有预算,计提税金及附加,4257,12764,0
2月,博兴电厂,河北子公司,托管,有预算,营业外收支,0,20,考勤违纪20元
2月,博兴电厂,河北子公司,托管,有预算,自营业务利润,18061,101657,0
2月,博兴电厂,河北子公司,托管,有预算,外包业务利润,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,项目部经营利润,18061,101657,0
2月,博兴电厂,河北子公司,托管,有预算,区域管理费用,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,运行费用,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,两节费用,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,公关费,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,项目店净利润,18061,101657,0
2月,博兴电厂,河北子公司,托管,有预算,项目合作分红,0,0,0
2月,博兴电厂,河北子公司,托管,有预算,项目店可分配利润,18061,101657,0
2月,清车基地,河北子公司,托管自营,有预算,综合收入,255900,155863,0
2月,清车基地,河北子公司,托管自营,有预算,综合成本,166260,122804,0
2月,清车基地,河北子公司,托管自营,有预算,综合毛利,89640,33059,0
2月,清车基地,河北子公司,托管自营,有预算,劳务收入,79500,42643,劳务费7元/人/天：早1元/人/天（据实结算），午5元/人/天（据实结算），晚1元/人/天（据实结算），临港员工从26日开始不在餐厅就餐，收入减少
2月,清车基地,河北子公司,托管自营,有预算,劳务成本,51600,20315,2月：9人，缺勤扣款：15995元
2月,清车基地,河北子公司,托管自营,有预算,劳务毛利,27900,22328,0
2月,清车基地,河北子公司,托管自营,有预算,餐饮收入,176400,113220,餐费18元/人/天：早2元/人/天（据实结算），午8元/人/天（据实结算），晚8元/人/天（据实结算，加餐补助7元/人），临港员工从26日开始不在餐厅就餐，收入减少
2月,清车基地,河北子公司,托管自营,有预算,餐饮成本,114660,102489,0
2月,清车基地,河北子公司,托管自营,有预算,餐饮毛利,61740,10731,"原因一：比上月每天人数少300多人左右。
原因二：由于天气逐渐变暖，甲方给职工重新分配班次，大部分回家用餐，导致餐厅用餐人数减少。
原因三：富奥公司员工从2.26自己单独做饭，不在餐厅用餐。
原因四:2月过年、元宵节回家吃饭的职工较多，导致餐厅用餐人数减少。
原因五：过年期间食材涨价幅度大，导致成本增加"
2月,清车基地,河北子公司,托管自营,有预算,销售收入,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,销售成本,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,销售毛利,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,外包档口收入,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,外包档口成本,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,外包档口毛利,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,其他收入,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,其他成本,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,其他毛利,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,人事费用,4259,553,0
2月,清车基地,河北子公司,托管自营,有预算,工资,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,监管工资,2400,0,0
2月,清车基地,河北子公司,托管自营,有预算,绩效考核奖,700,290,1月：1人
2月,清车基地,河北子公司,托管自营,有预算,公司承担外包费,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,公司缴纳五险,1159,0,0
2月,清车基地,河北子公司,托管自营,有预算,外包五险,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,商业保险费,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,外包管理费,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,福利费,0,263,"春节福利300元
调整2月清车基地其他扣款项（健康证）37.5元"
2月,清车基地,河北子公司,托管自营,有预算,员工宿舍费,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,能源费用,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,水费,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,电费,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,燃气费,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,暖气费,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,运营费用,7000,6695,0
2月,清车基地,河北子公司,托管自营,有预算,办公费,500,28,任志有报销购买营业执照磁吸展示贴10个27.72元
2月,清车基地,河北子公司,托管自营,有预算,差旅费,0,227,任志有报销稽核部巡店差旅费227元
2月,清车基地,河北子公司,托管自营,有预算,汽车费用,0,1023,"任志有报销送餐车汽油费873元
任志有报销稽核部巡店汽油费150元"
2月,清车基地,河北子公司,托管自营,有预算,营销费用,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,低值物料,6500,5312,"任志有报销购买收纳箱21个687.90元任志有报销购买一次性套袖2件56.40元任志有报销购买馒头保温被5个84.50元
1.入库辅材：2193.55元（750ML方餐盒285元+一次性筷子（1000双）800元+48CM塑料袋40.95元+20CM塑料袋525.85元+750ML方餐盒93元+一次性筷子（1000双）400元+48CM塑料袋48.75元）

2.入库低值：139元（胶皮手套18元+得力胶带5元+100CM黑垃圾袋34元+pvc一次性医用手套28元+得力胶带5元+100CM黑垃圾袋17元+60CM保鲜膜（300M）25元+一次性台布7元）

3.挂账供应商如意：2151元（750ml双格餐盒1836元+榄菊洗洁精315元）"
2月,清车基地,河北子公司,托管自营,有预算,目视化费用,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,修理费,0,105,任志有报销购买漏保3个75元、漏保箱子1个30元，合计105元
2月,清车基地,河北子公司,托管自营,有预算,招待费,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,运输费用,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,其他,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,固定费用,21131,10347,0
2月,清车基地,河北子公司,托管自营,有预算,租金,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,管理费,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,市场开发费,2568,0,0
2月,清车基地,河北子公司,托管自营,有预算,折旧,1250,350,资产折旧349.92元
2月,清车基地,河北子公司,托管自营,有预算,各项摊提,583,0,0
2月,清车基地,河北子公司,托管自营,有预算,上交总部管理费,6398,3897,0
2月,清车基地,河北子公司,托管自营,有预算,计提税金及附加,10332,6100,0
2月,清车基地,河北子公司,托管自营,有预算,营业外收支,0,90,考勤违纪90元
2月,清车基地,河北子公司,托管自营,有预算,自营业务利润,57249,15555,0
2月,清车基地,河北子公司,托管自营,有预算,外包业务利润,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,项目部经营利润,57249,15555,0
2月,清车基地,河北子公司,托管自营,有预算,区域管理费用,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,运行费用,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,两节费用,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,公关费,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,项目店净利润,57249,15555,0
2月,清车基地,河北子公司,托管自营,有预算,项目合作分红,0,0,0
2月,清车基地,河北子公司,托管自营,有预算,项目店可分配利润,57249,15555,0
2月,黄骅运用,河北子公司,托管,无预算,综合收入,0,95100,0
2月,黄骅运用,河北子公司,托管,无预算,综合成本,0,79800,0
2月,黄骅运用,河北子公司,托管,无预算,综合毛利,0,15300,0
2月,黄骅运用,河北子公司,托管,无预算,劳务收入,0,95100,每月开发票代发23人工资，不用给员工办理入职不用缴纳保险，每人每月收取450元管理费。
2月,黄骅运用,河北子公司,托管,无预算,劳务成本,0,79800,2月23人，基本工资（固定）77500元+餐费/交通/通讯补贴/其他补贴（固定）2300元
2月,黄骅运用,河北子公司,托管,无预算,劳务毛利,0,15300,0
2月,黄骅运用,河北子公司,托管,无预算,餐饮收入,0,0,0
2月,黄骅运用,河北子公司,托管,无预算,餐饮成本,0,0,0
2月,黄骅运用,河北子公司,托管,无预算,餐饮毛利,0,0,0
2月,黄骅运用,河北子公司,托管,无预算,销售收入,0,0,0
2月,黄骅运用,河北子公司,托管,无预算,销售成本,0,0,0
2月,黄骅运用,河北子公司,托管,无预算,销售毛利,0,0,0
2月,黄骅运用,河北子公司,托管,无预算,外包档口收入,0,0,0
2月,黄骅运用,河北子公司,托管,无预算,外包档口成本,0,0,0
2月,黄骅运用,河北子公司,托管,无预算,外包档口毛利,0,0,0
2月,黄骅运用,河北子公司,托管,无预算,其他收入,0,0,0
2月,黄骅运用,河北子公司,托管,无预算,其他成本,0,0,0
2月,黄骅运用,河北子公司,托管,无预算,其他毛利,0,0,0
2月,黄骅运用,河北子公司,托管,无预算,人事费用,0,0,0
2月,黄骅运用,河北子公司,托管,无预算,工资,0,0,0
2月,黄骅运用,河北子公司,托管,无预算,监管工资,0,0,0
2月,黄骅运用,河北子公司,托管,无预算,绩效考核奖,0,0,0
2月,黄骅运用,河北子公司,托管,无预算,公司承担外包费,0,0,0
2月,黄骅运用,河北子公司,托管,无预算,公司缴纳五险,0,0,0
2月,黄骅运用,河北子公司,托管,无预算,外包五险,0,0,0
2月,黄骅运用,河北子公司,托管,无预算,商业保险费,0,0,0
2月,黄骅运用,河北子公司,托管,无预算,外包管理费,0,0,0
2月,黄骅运用,河北子公司,托管,无预算,福利费,0,0,0
2月,黄骅运用,河北子公司,托管,无预算,员工宿舍费,0,0,0
