序号,一级类,二级类,名字,地区,最高价,平均价,最低价,发布日期
1545,肉禽蛋,猪肉类,前臀尖,,10.5,10.25,10.0,2024-06-25 00:00:00
1546,肉禽蛋,猪肉类,后臀尖,,11.0,11.0,11.0,2024-06-25 00:00:00
1547,肉禽蛋,猪肉类,后臀尖,,10.5,10.5,10.5,2024-06-25 00:00:00
1548,肉禽蛋,猪肉类,五花肉,,13.5,13.25,13.0,2024-06-25 00:00:00
1549,肉禽蛋,猪肉类,五花肉,,13.0,12.75,12.5,2024-06-25 00:00:00
1550,肉禽蛋,猪肉类,五花头,,11.5,11.25,11.0,2024-06-25 00:00:00
1551,肉禽蛋,猪肉类,纯通脊,,14.0,13.5,13.0,2024-06-25 00:00:00
1552,肉禽蛋,猪肉类,通脊,,11.5,11.25,11.0,2024-06-25 00:00:00
1553,肉禽蛋,猪肉类,小里脊,,16.0,15.5,15.0,2024-06-25 00:00:00
1554,肉禽蛋,猪肉类,梅花肉,,14.0,13.75,13.5,2024-06-25 00:00:00
1555,肉禽蛋,猪肉类,纯瘦肉,,12.5,12.25,12.0,2024-06-25 00:00:00
1556,肉禽蛋,猪肉类,护心肉,,22.0,19.5,17.0,2024-06-25 00:00:00
1557,肉禽蛋,猪肉类,前肘,,10.0,9.75,9.5,2024-06-25 00:00:00
1558,肉禽蛋,猪肉类,后肘,,8.5,8.0,7.5,2024-06-25 00:00:00
1559,肉禽蛋,猪肉类,月牙骨,,23.0,21.5,20.0,2024-06-25 00:00:00
1560,肉禽蛋,猪肉类,猪尾巴,,45.0,42.5,40.0,2024-06-25 00:00:00
1561,肉禽蛋,猪肉类,猪蹄,,19.0,18.0,17.0,2024-06-25 00:00:00
1562,肉禽蛋,猪肉类,纯排骨,,23.0,21.5,20.0,2024-06-25 00:00:00
1563,肉禽蛋,猪肉类,纯腔骨,,8.0,7.5,7.0,2024-06-25 00:00:00
1564,肉禽蛋,猪肉类,腔排骨,,15.0,14.5,14.0,2024-06-25 00:00:00
1565,肉禽蛋,猪肉类,梅花骨,,10.0,9.5,9.0,2024-06-25 00:00:00
1566,肉禽蛋,猪肉类,棒骨,,9.5,9.0,8.5,2024-06-25 00:00:00
1567,肉禽蛋,猪肉类,猪头,,10.0,9.75,9.5,2024-06-25 00:00:00
1568,肉禽蛋,猪肉类,猪口条,,14.0,13.75,13.5,2024-06-25 00:00:00
1569,肉禽蛋,猪肉类,猪耳,,24.0,23.5,23.0,2024-06-25 00:00:00
1570,肉禽蛋,猪肉类,猪脑,,22.0,21.0,20.0,2024-06-25 00:00:00
1571,肉禽蛋,猪肉类,猪肚,,20.0,19.5,19.0,2024-06-25 00:00:00
1572,肉禽蛋,猪肉类,猪板油,,6.0,5.75,5.5,2024-06-25 00:00:00
1573,肉禽蛋,猪肉类,肥膘肉,,6.0,5.25,4.5,2024-06-25 00:00:00
1574,肉禽蛋,猪肉类,猪腰子,,29.0,28.5,28.0,2024-06-25 00:00:00
1575,肉禽蛋,猪肉类,猪心,,8.5,8.25,8.0,2024-06-25 00:00:00
1576,肉禽蛋,猪肉类,猪肝,,6.0,5.75,5.5,2024-06-25 00:00:00
1577,肉禽蛋,猪肉类,猪肺,,3.0,2.75,2.5,2024-06-25 00:00:00
1578,肉禽蛋,猪肉类,猪皮,,6.0,5.25,4.5,2024-06-25 00:00:00
1579,肉禽蛋,猪肉类,猪肠头,,20.0,19.5,19.0,2024-06-25 00:00:00
1580,肉禽蛋,猪肉类,猪肠,,17.0,16.5,16.0,2024-06-25 00:00:00
1581,肉禽蛋,牛肉类,整牛,,24.0,23.25,22.5,2024-06-25 00:00:00
1582,肉禽蛋,牛肉类,牛前腱,,29.0,28.5,28.0,2024-06-25 00:00:00
1583,肉禽蛋,牛肉类,牛后腱,,28.0,28.0,28.0,2024-06-25 00:00:00
1584,肉禽蛋,牛肉类,牛前腿,,24.0,24.0,24.0,2024-06-25 00:00:00
1585,肉禽蛋,牛肉类,牛后腿,,24.0,24.0,24.0,2024-06-25 00:00:00
1586,肉禽蛋,牛肉类,牛腰窝,,27.0,26.0,25.0,2024-06-25 00:00:00
1587,肉禽蛋,牛肉类,肥牛,,33.0,29.5,26.0,2024-06-25 00:00:00
1588,肉禽蛋,牛肉类,牛柳,,30.0,30.0,30.0,2024-06-25 00:00:00
1589,肉禽蛋,牛肉类,精牛柳,,32.0,32.0,32.0,2024-06-25 00:00:00
1590,肉禽蛋,牛肉类,牛腩,,24.0,24.0,24.0,2024-06-25 00:00:00
1591,肉禽蛋,牛肉类,牛林,,24.0,24.0,24.0,2024-06-25 00:00:00
1592,肉禽蛋,牛肉类,牛金钱腱,,45.0,45.0,45.0,2024-06-25 00:00:00
1593,肉禽蛋,牛肉类,牛筋头巴脑,,22.0,21.5,21.0,2024-06-25 00:00:00
1594,肉禽蛋,牛肉类,牛宝,,18.0,17.5,17.0,2024-06-25 00:00:00
1595,肉禽蛋,牛肉类,牛鞭,,60.0,59.0,58.0,2024-06-25 00:00:00
1596,肉禽蛋,牛肉类,牛油,,5.0,5.0,5.0,2024-06-25 00:00:00
1597,肉禽蛋,牛肉类,牛心,,7.0,6.75,6.5,2024-06-25 00:00:00
1598,肉禽蛋,牛肉类,牛舌,,25.0,24.5,24.0,2024-06-25 00:00:00
1599,肉禽蛋,牛肉类,牛骨,,4.5,4.25,4.0,2024-06-25 00:00:00
1600,肉禽蛋,牛肉类,牛排骨,,25.0,25.0,25.0,2024-06-25 00:00:00
1601,肉禽蛋,牛肉类,牛蹄筋,,24.0,23.5,23.0,2024-06-25 00:00:00
1602,肉禽蛋,牛肉类,牛板筋,,28.0,27.5,27.0,2024-06-25 00:00:00
1603,肉禽蛋,牛肉类,牛心管,,35.0,32.5,30.0,2024-06-25 00:00:00
1604,肉禽蛋,牛肉类,牛肚,,20.0,18.5,17.0,2024-06-25 00:00:00
1605,肉禽蛋,牛肉类,牛腰子,,12.0,11.0,10.0,2024-06-25 00:00:00
1606,肉禽蛋,牛肉类,牛尾,,32.0,28.5,25.0,2024-06-25 00:00:00
1607,肉禽蛋,牛肉类,牛百叶,,33.0,31.5,30.0,2024-06-25 00:00:00
1608,肉禽蛋,牛肉类,牛上脑,,24.0,24.0,24.0,2024-06-25 00:00:00
1609,肉禽蛋,羊肉类,整羊,,20.0,20.0,20.0,2024-06-25 00:00:00
1610,肉禽蛋,羊肉类,去骨羊前腿,,28.0,28.0,28.0,2024-06-25 00:00:00
1611,肉禽蛋,羊肉类,去骨羊后腿,,30.0,30.0,30.0,2024-06-25 00:00:00
1612,肉禽蛋,羊肉类,羊腰窝,,27.0,26.5,26.0,2024-06-25 00:00:00
1613,肉禽蛋,羊肉类,羊肉片,,32.0,28.5,25.0,2024-06-25 00:00:00
1614,肉禽蛋,羊肉类,羊腰子,,12.0,11.5,11.0,2024-06-25 00:00:00
1615,肉禽蛋,羊肉类,羊蝎子,,10.0,10.0,10.0,2024-06-25 00:00:00
1616,肉禽蛋,羊肉类,羊蝎子,,20.0,19.5,19.0,2024-06-25 00:00:00
1617,肉禽蛋,羊肉类,羊排骨,,21.0,20.5,20.0,2024-06-25 00:00:00
1618,肉禽蛋,羊肉类,羊尾巴油,,10.0,9.25,8.5,2024-06-25 00:00:00
1619,肉禽蛋,羊肉类,羊小腿,,18.0,18.0,18.0,2024-06-25 00:00:00
1620,肉禽蛋,羊肉类,羊腱子肉,,32.0,31.5,31.0,2024-06-25 00:00:00
1621,肉禽蛋,羊肉类,羊蹄,,15.0,14.5,14.0,2024-06-25 00:00:00
1622,肉禽蛋,羊肉类,羊头,,12.0,12.0,12.0,2024-06-25 00:00:00
1623,肉禽蛋,羊肉类,羊肝,,6.0,6.0,6.0,2024-06-25 00:00:00
1624,肉禽蛋,羊肉类,羊心,,15.0,15.0,15.0,2024-06-25 00:00:00
1625,肉禽蛋,羊肉类,羊肠,,14.0,14.0,14.0,2024-06-25 00:00:00
1626,肉禽蛋,羊肉类,羊肚,,18.0,17.5,17.0,2024-06-25 00:00:00
1627,肉禽蛋,羊肉类,羊鞭,,75.0,72.5,70.0,2024-06-25 00:00:00
1628,肉禽蛋,羊肉类,羊宝,,35.0,35.0,35.0,2024-06-25 00:00:00
1629,肉禽蛋,羊肉类,羊骨头,,10.0,9.0,8.0,2024-06-25 00:00:00
1630,肉禽蛋,羊肉类,羊上脑,,31.0,30.5,30.0,2024-06-25 00:00:00
1631,肉禽蛋,羊肉类,羊腩,,24.0,23.0,22.0,2024-06-25 00:00:00
1632,肉禽蛋,羊肉类,羊里脊,,29.0,28.5,28.0,2024-06-25 00:00:00
1633,肉禽蛋,禽蛋类,淘汰鸡,,11.0,11.0,11.0,2024-06-25 00:00:00
1634,肉禽蛋,禽蛋类,淘汰鸡,,10.0,9.75,9.5,2024-06-25 00:00:00
1635,肉禽蛋,禽蛋类,仔鸡,,7.0,6.75,6.5,2024-06-25 00:00:00
1636,肉禽蛋,禽蛋类,肉鸡,,7.0,6.9,6.8,2024-06-25 00:00:00
1637,肉禽蛋,禽蛋类,鸡胸,,7.0,6.5,6.0,2024-06-25 00:00:00
1638,肉禽蛋,禽蛋类,鸡翅,,11.0,11.0,11.0,2024-06-25 00:00:00
1639,肉禽蛋,禽蛋类,鸡翅尖,,7.5,7.25,7.0,2024-06-25 00:00:00
1640,肉禽蛋,禽蛋类,鸡翅中,,20.0,20.0,20.0,2024-06-25 00:00:00
1641,肉禽蛋,禽蛋类,鸡翅根,,7.0,7.0,7.0,2024-06-25 00:00:00
1642,肉禽蛋,禽蛋类,鸡边腿,,6.5,6.25,6.0,2024-06-25 00:00:00
1643,肉禽蛋,禽蛋类,鸡排腿,,7.0,6.9,6.8,2024-06-25 00:00:00
1644,肉禽蛋,禽蛋类,鸡琵琶腿,,7.0,6.75,6.5,2024-06-25 00:00:00
1645,肉禽蛋,禽蛋类,鸡胗,,12.0,11.0,10.0,2024-06-25 00:00:00
1646,肉禽蛋,禽蛋类,鸡爪,,20.0,20.0,20.0,2024-06-25 00:00:00
1647,肉禽蛋,禽蛋类,鸡心,,5.0,5.0,5.0,2024-06-25 00:00:00
1648,肉禽蛋,禽蛋类,鸡肝,,3.0,3.0,3.0,2024-06-25 00:00:00
1649,肉禽蛋,禽蛋类,鸡脖子,,5.0,4.9,4.8,2024-06-25 00:00:00
1650,肉禽蛋,禽蛋类,鸡头,,3.0,2.75,2.5,2024-06-25 00:00:00
1651,肉禽蛋,禽蛋类,鸡油,,5.5,5.5,5.5,2024-06-25 00:00:00
1652,肉禽蛋,禽蛋类,鸡架子,,4.0,3.75,3.5,2024-06-25 00:00:00
1653,肉禽蛋,禽蛋类,白条乌鸡,,12.0,11.75,11.5,2024-06-25 00:00:00
1654,肉禽蛋,禽蛋类,黑爪公鸡,,13.0,12.0,11.0,2024-06-25 00:00:00
1655,肉禽蛋,禽蛋类,白条鹅,,13.0,12.0,11.0,2024-06-25 00:00:00
1656,肉禽蛋,禽蛋类,白条湖鸭,,7.5,7.25,7.0,2024-06-25 00:00:00
1657,肉禽蛋,禽蛋类,鸭肠,,7.5,7.25,7.0,2024-06-25 00:00:00
1658,肉禽蛋,禽蛋类,鸭肝,,2.5,2.5,2.5,2024-06-25 00:00:00
1659,肉禽蛋,禽蛋类,鸭头,,11.0,10.25,9.5,2024-06-25 00:00:00
1660,肉禽蛋,禽蛋类,鸭心,,5.0,4.75,4.5,2024-06-25 00:00:00
1661,肉禽蛋,禽蛋类,鸭腿,,6.0,5.5,5.0,2024-06-25 00:00:00
1662,肉禽蛋,禽蛋类,鸭胗,,15.0,14.75,14.5,2024-06-25 00:00:00
1663,肉禽蛋,禽蛋类,鸭脖子,,10.0,9.5,9.0,2024-06-25 00:00:00
1664,肉禽蛋,禽蛋类,白条乳鸽,,23.0,22.0,21.0,2024-06-25 00:00:00
1665,肉禽蛋,禽蛋类,白条兔,,23.0,23.0,23.0,2024-06-25 00:00:00
1666,肉禽蛋,禽蛋类,箱鸡蛋,,173.0,170.5,168.0,2024-06-25 00:00:00
1667,肉禽蛋,禽蛋类,箱鸡蛋,,3.93,3.88,3.82,2024-06-25 00:00:00
1668,肉禽蛋,禽蛋类,散鸡蛋,,4.5,4.4,4.3,2024-06-25 00:00:00
1669,肉禽蛋,禽蛋类,生鸭蛋,,7.5,7.15,6.8,2024-06-25 00:00:00
1670,肉禽蛋,禽蛋类,熟鸭蛋,,9.0,8.65,8.3,2024-06-25 00:00:00
1671,肉禽蛋,禽蛋类,松花蛋,,9.0,8.25,7.5,2024-06-25 00:00:00
1672,肉禽蛋,禽蛋类,鹅蛋,,18.5,17.5,16.5,2024-06-25 00:00:00
1673,肉禽蛋,禽蛋类,鹌鹑蛋,,7.0,6.5,6.0,2024-06-25 00:00:00
1674,肉禽蛋,禽蛋类,柴鸡蛋,,8.0,6.0,4.0,2024-06-25 00:00:00
1675,肉禽蛋,禽蛋类,乌鸡蛋,,8.5,7.65,6.8,2024-06-25 00:00:00
1676,肉禽蛋,禽蛋类,大雁蛋,,20.0,19.0,18.0,2024-06-25 00:00:00
1677,肉禽蛋,禽蛋类,变蛋,,1.0,0.83,0.65,2024-06-25 00:00:00
1678,肉禽蛋,禽蛋类,鸵鸟蛋,,150.0,115.0,80.0,2024-06-25 00:00:00
1679,肉禽蛋,禽蛋类,鸽子蛋,,3.0,2.9,2.8,2024-06-25 00:00:00
1680,肉禽蛋,禽蛋类,活珠子,,1.5,1.43,1.35,2024-06-25 00:00:00
1681,肉禽蛋,禽蛋类,山鸡蛋,,1.1,1.05,1.0,2024-06-25 00:00:00
1682,水产,淡水鱼,鲤鱼,,7.0,7.0,7.0,2024-06-25 00:00:00
1683,水产,淡水鱼,鲤鱼,,7.5,7.25,7.0,2024-06-25 00:00:00
1684,水产,淡水鱼,草鱼,,7.0,7.0,7.0,2024-06-25 00:00:00
1685,水产,淡水鱼,草鱼,,7.5,7.25,7.0,2024-06-25 00:00:00
1686,水产,淡水鱼,草鱼,,9.0,8.5,8.0,2024-06-25 00:00:00
1687,水产,淡水鱼,鲫鱼,,11.5,11.25,11.0,2024-06-25 00:00:00
1688,水产,淡水鱼,鲫鱼,,12.0,11.75,11.5,2024-06-25 00:00:00
1689,水产,淡水鱼,鲫鱼,,13.0,12.75,12.5,2024-06-25 00:00:00
1690,水产,淡水鱼,胖头鱼,,10.5,10.25,10.0,2024-06-25 00:00:00
1691,水产,淡水鱼,胖头鱼,,12.0,11.5,11.0,2024-06-25 00:00:00
1692,水产,淡水鱼,武昌鱼,,13.0,12.0,11.0,2024-06-25 00:00:00
1693,水产,淡水鱼,鲢鱼,,4.5,4.25,4.0,2024-06-25 00:00:00
1694,水产,淡水鱼,鲢鱼,,4.0,3.75,3.5,2024-06-25 00:00:00
1695,水产,淡水鱼,鲶鱼,,6.0,5.75,5.5,2024-06-25 00:00:00
1696,水产,淡水鱼,松花鱼,,11.0,10.5,10.0,2024-06-25 00:00:00
1697,水产,淡水鱼,黑鱼,,12.0,11.5,11.0,2024-06-25 00:00:00
1698,水产,淡水鱼,黑鱼,,13.0,12.5,12.0,2024-06-25 00:00:00
1699,水产,淡水鱼,黄鳝,,32.0,31.0,30.0,2024-06-25 00:00:00
1700,水产,淡水鱼,黄鳝,,42.0,40.0,38.0,2024-06-25 00:00:00
1701,水产,淡水鱼,罗非鱼,,13.0,12.5,12.0,2024-06-25 00:00:00
1702,水产,淡水鱼,虹鳟鱼,,25.0,24.5,24.0,2024-06-25 00:00:00
1703,水产,淡水鱼,鲟鱼,,22.0,21.5,21.0,2024-06-25 00:00:00
1704,水产,淡水鱼,青鱼,,15.0,14.0,13.0,2024-06-25 00:00:00
1705,水产,淡水鱼,桂鱼,,52.0,51.0,50.0,2024-06-25 00:00:00
1706,水产,淡水鱼,嘎鱼,,24.0,23.5,23.0,2024-06-25 00:00:00
1707,水产,淡水鱼,嘎鱼,,24.0,23.5,23.0,2024-06-25 00:00:00
1708,水产,淡水鱼,淡水鲈鱼,,25.0,24.0,23.0,2024-06-25 00:00:00
1709,水产,淡水鱼,泥鳅,,17.0,13.5,10.0,2024-06-25 00:00:00
1710,水产,淡水鱼,清江鱼,,11.0,10.0,9.0,2024-06-25 00:00:00
1711,水产,海水鱼,三文鱼肉,,120.0,105.0,90.0,2024-06-25 00:00:00
1712,水产,海水鱼,三文鱼肉,,70.0,65.0,60.0,2024-06-25 00:00:00
1713,水产,海水鱼,多春鱼,,18.0,17.0,16.0,2024-06-25 00:00:00
1714,水产,海水鱼,燕鲅,,26.0,20.5,15.0,2024-06-25 00:00:00
1715,水产,海水鱼,鲐鲅,,6.0,5.5,5.0,2024-06-25 00:00:00
1716,水产,海水鱼,小黄花鱼,,10.0,8.5,7.0,2024-06-25 00:00:00
1717,水产,海水鱼,鲽鱼,,30.0,29.5,29.0,2024-06-25 00:00:00
1718,水产,海水鱼,红星斑,,150.0,147.5,145.0,2024-06-25 00:00:00
1719,水产,海水鱼,多宝鱼,,30.0,28.0,26.0,2024-06-25 00:00:00
1720,水产,海水鱼,石斑鱼,,65.0,62.5,60.0,2024-06-25 00:00:00
1721,水产,海水鱼,鳕鱼,,6.0,5.5,5.0,2024-06-25 00:00:00
1722,水产,海水鱼,牛尾巴鱼,,18.0,14.0,10.0,2024-06-25 00:00:00
1723,水产,海水鱼,小公鱼,,12.0,11.5,11.0,2024-06-25 00:00:00
1724,水产,海水鱼,带鱼,网,9.0,8.5,8.0,2024-06-25 00:00:00
1725,水产,海水鱼,带鱼,网,13.0,12.5,12.0,2024-06-25 00:00:00
1726,水产,海水鱼,带鱼,网,15.0,14.5,14.0,2024-06-25 00:00:00
1727,水产,海水鱼,带鱼,吊,12.0,11.0,10.0,2024-06-25 00:00:00
1728,水产,海水鱼,带鱼,吊,16.0,15.5,15.0,2024-06-25 00:00:00
1729,水产,海水鱼,带鱼,吊,18.0,17.0,16.0,2024-06-25 00:00:00
1730,水产,海水鱼,黄花鱼,国产,16.0,15.5,15.0,2024-06-25 00:00:00
1731,水产,海水鱼,黄花鱼,国产,18.0,17.5,17.0,2024-06-25 00:00:00
1732,水产,海水鱼,黄花鱼,国产,18.0,17.5,17.0,2024-06-25 00:00:00
1733,水产,海水鱼,平鱼,国产,14.0,13.5,13.0,2024-06-25 00:00:00
1734,水产,海水鱼,平鱼,国产,20.0,19.0,18.0,2024-06-25 00:00:00
1735,水产,海水鱼,平鱼,国产,30.0,29.0,28.0,2024-06-25 00:00:00
1736,水产,海水鱼,平鱼,国产,48.0,46.5,45.0,2024-06-25 00:00:00
1737,水产,海水鱼,鱿鱼,,21.0,20.0,19.0,2024-06-25 00:00:00
1738,水产,海水鱼,鱿鱼,,24.0,23.5,23.0,2024-06-25 00:00:00
1739,水产,海水鱼,八爪鱼,,45.0,42.5,40.0,2024-06-25 00:00:00
1740,水产,海水鱼,海鲈鱼,,14.0,13.5,13.0,2024-06-25 00:00:00
1741,水产,海水鱼,墨鱼,,28.0,27.5,27.0,2024-06-25 00:00:00
1742,水产,海水鱼,金鲳鱼,,24.0,23.5,23.0,2024-06-25 00:00:00
1743,水产,海水鱼,金鲳鱼,,25.0,24.0,23.0,2024-06-25 00:00:00
1744,水产,虾蟹类,白虾,,15.0,14.5,14.0,2024-06-25 00:00:00
1745,水产,虾蟹类,白虾,,25.0,23.75,22.5,2024-06-25 00:00:00
1746,水产,虾蟹类,白虾,,22.0,21.0,20.0,2024-06-25 00:00:00
1747,水产,虾蟹类,白虾,,20.0,20.0,20.0,2024-06-25 00:00:00
1748,水产,虾蟹类,白虾（笼装）,,26.0,25.5,25.0,2024-06-25 00:00:00
1749,水产,虾蟹类,白虾（笼装）,,24.0,23.5,23.0,2024-06-25 00:00:00
1750,水产,虾蟹类,白虾（精品）,,26.0,26.0,26.0,2024-06-25 00:00:00
1751,水产,虾蟹类,白虾（精品）,,26.0,26.0,26.0,2024-06-25 00:00:00
1752,水产,虾蟹类,小海白虾,,30.0,27.5,25.0,2024-06-25 00:00:00
1753,水产,虾蟹类,小河虾,,25.0,22.5,20.0,2024-06-25 00:00:00
1754,水产,虾蟹类,小河虾,,35.0,32.5,30.0,2024-06-25 00:00:00
1755,水产,虾蟹类,小龙虾,,18.0,17.5,17.0,2024-06-25 00:00:00
1756,水产,虾蟹类,小龙虾,,24.0,23.5,23.0,2024-06-25 00:00:00
1757,水产,虾蟹类,琵琶虾,,70.0,62.5,55.0,2024-06-25 00:00:00
1758,水产,虾蟹类,小青龙虾,,180.0,177.5,175.0,2024-06-25 00:00:00
1759,水产,虾蟹类,虾仁,,28.0,27.5,27.0,2024-06-25 00:00:00
1760,水产,虾蟹类,基围虾,,95.0,85.0,75.0,2024-06-25 00:00:00
1761,水产,虾蟹类,罗氏虾,,65.0,62.5,60.0,2024-06-25 00:00:00
1762,水产,虾蟹类,波士顿龙虾,,140.0,120.0,100.0,2024-06-25 00:00:00
1763,水产,虾蟹类,澳洲龙虾,,450.0,425.0,400.0,2024-06-25 00:00:00
1764,水产,虾蟹类,玫瑰龙虾,,330.0,325.0,320.0,2024-06-25 00:00:00
1765,水产,虾蟹类,母梭子蟹,,120.0,110.0,100.0,2024-06-25 00:00:00
1766,水产,虾蟹类,公梭子蟹,,100.0,90.0,80.0,2024-06-25 00:00:00
1767,水产,虾蟹类,珍宝蟹,,145.0,137.5,130.0,2024-06-25 00:00:00
1768,水产,虾蟹类,帝王蟹,,310.0,300.0,290.0,2024-06-25 00:00:00
1769,水产,虾蟹类,面包蟹,,90.0,85.0,80.0,2024-06-25 00:00:00
1770,水产,贝壳类,鲍鱼,,12.0,11.0,10.0,2024-06-25 00:00:00
1771,水产,贝壳类,鲍鱼,,8.0,7.0,6.0,2024-06-25 00:00:00
1772,水产,贝壳类,鲍鱼,,4.0,3.5,3.0,2024-06-25 00:00:00
1773,水产,贝壳类,扇贝,,50.0,47.5,45.0,2024-06-25 00:00:00
1774,水产,贝壳类,扇贝,,43.0,42.5,42.0,2024-06-25 00:00:00
1775,水产,贝壳类,扇贝,,42.0,41.0,40.0,2024-06-25 00:00:00
1776,水产,贝壳类,小红扇贝,,10.0,9.5,9.0,2024-06-25 00:00:00
1777,水产,贝壳类,象拔蚌,,85.0,82.5,80.0,2024-06-25 00:00:00
1778,水产,贝壳类,角螺,,38.0,36.5,35.0,2024-06-25 00:00:00
1779,水产,贝壳类,赤贝,,18.0,16.5,15.0,2024-06-25 00:00:00
1780,水产,贝壳类,花螺,,45.0,33.5,22.0,2024-06-25 00:00:00
1781,水产,贝壳类,钉螺,,10.0,9.5,9.0,2024-06-25 00:00:00
1782,水产,贝壳类,海螺,,19.0,18.0,17.0,2024-06-25 00:00:00
1783,水产,贝壳类,海螺,,25.0,23.5,22.0,2024-06-25 00:00:00
1784,水产,贝壳类,海螺,,45.0,39.0,33.0,2024-06-25 00:00:00
1785,水产,贝壳类,竹蛏子,,15.0,12.5,10.0,2024-06-25 00:00:00
1786,水产,贝壳类,蛏子,,20.0,19.0,18.0,2024-06-25 00:00:00
1787,水产,贝壳类,带子,,18.0,17.0,16.0,2024-06-25 00:00:00
1788,水产,贝壳类,生蚝,,8.0,7.5,7.0,2024-06-25 00:00:00
1789,水产,贝壳类,生蚝,,9.0,8.5,8.0,2024-06-25 00:00:00
1790,水产,贝壳类,黄蚬子,,32.0,22.5,13.0,2024-06-25 00:00:00
1791,水产,贝壳类,文蛤,,12.0,11.0,10.0,2024-06-25 00:00:00
1792,水产,贝壳类,白蛤,,7.0,6.5,6.0,2024-06-25 00:00:00
1793,水产,贝壳类,青蛤,,15.0,13.5,12.0,2024-06-25 00:00:00
1794,水产,贝壳类,花蛤,,5.0,4.5,4.0,2024-06-25 00:00:00
1795,水产,贝壳类,毛钳,,8.0,7.0,6.0,2024-06-25 00:00:00
1796,水产,贝壳类,田螺,,4.0,3.5,3.0,2024-06-25 00:00:00
1797,水产,贝壳类,猫眼螺,,32.0,26.0,20.0,2024-06-25 00:00:00
1798,水产,其他类,甲鱼,,50.0,42.5,35.0,2024-06-25 00:00:00
1799,水产,其他类,甲鱼,,30.0,25.0,20.0,2024-06-25 00:00:00
1800,水产,其他类,蚕蛹,,42.0,41.0,40.0,2024-06-25 00:00:00
1801,水产,其他类,牛蛙,,11.0,10.5,10.0,2024-06-25 00:00:00
1802,水产,其他类,海蜇头,,12.0,11.5,11.0,2024-06-25 00:00:00
1803,水产,其他类,海蜇皮,,16.0,15.0,14.0,2024-06-25 00:00:00
1804,水产,其他类,海蜇丝,,8.5,8.0,7.5,2024-06-25 00:00:00
1805,蔬菜,,大白菜,冀,0.55,0.5,0.45,2024-06-24 00:00:00
1806,蔬菜,,娃娃菜,冀,0.7,0.65,0.6,2024-06-24 00:00:00
1807,蔬菜,,小白菜,冀,1.0,0.85,0.7,2024-06-24 00:00:00
1808,蔬菜,,圆白菜,冀,1.0,0.75,0.5,2024-06-24 00:00:00
1809,蔬菜,,紫甘蓝,冀,0.8,0.75,0.7,2024-06-24 00:00:00
1810,蔬菜,,芹菜,冀,1.7,1.55,1.4,2024-06-24 00:00:00
1811,蔬菜,,西芹,辽,1.8,1.55,1.3,2024-06-24 00:00:00
1812,蔬菜,,菠菜,冀蒙,2.5,2.25,2.0,2024-06-24 00:00:00
1813,蔬菜,,莴笋,冀,1.4,1.2,1.0,2024-06-24 00:00:00
1814,蔬菜,,团生菜,冀,1.3,1.1,0.9,2024-06-24 00:00:00
1815,蔬菜,,罗马生菜,云京,2.0,1.5,1.0,2024-06-24 00:00:00
1816,蔬菜,,散叶生菜,冀京,1.0,0.9,0.8,2024-06-24 00:00:00
1817,蔬菜,,油菜,京,1.2,1.1,1.0,2024-06-24 00:00:00
1818,蔬菜,,香菜,冀,2.0,1.75,1.5,2024-06-24 00:00:00
1819,蔬菜,,茴香,冀,1.8,1.65,1.5,2024-06-24 00:00:00
1820,蔬菜,,韭菜,冀,2.0,1.75,1.5,2024-06-24 00:00:00
1821,蔬菜,,苦菊,辽,2.0,1.9,1.8,2024-06-24 00:00:00
1822,蔬菜,,油麦菜,京,2.0,1.9,1.8,2024-06-24 00:00:00
1823,蔬菜,,散菜花,冀,2.2,1.7,1.2,2024-06-24 00:00:00
1824,蔬菜,,绿菜花,冀,2.2,2.1,2.0,2024-06-24 00:00:00
1825,蔬菜,,绿豆芽,,1.0,0.98,0.95,2024-06-24 00:00:00
1826,蔬菜,,黄豆芽,,0.9,0.88,0.85,2024-06-24 00:00:00
1827,蔬菜,,番茄,冀蒙,1.0,0.8,0.6,2024-06-24 00:00:00
1828,蔬菜,,番茄,冀蒙,1.3,1.05,0.8,2024-06-24 00:00:00
1829,蔬菜,,番茄,鲁蒙,1.5,1.25,1.0,2024-06-24 00:00:00
1830,蔬菜,,黄瓜,辽鲁冀蒙,2.3,1.8,1.3,2024-06-24 00:00:00
1831,蔬菜,,黄瓜,冀,2.8,2.2,1.6,2024-06-24 00:00:00
1832,蔬菜,,小黄瓜,辽鲁,3.5,3.15,2.8,2024-06-24 00:00:00
1833,蔬菜,,小黄瓜,辽鲁,5.5,5.1,4.7,2024-06-24 00:00:00
1834,蔬菜,,茄子,冀鲁,1.5,1.05,0.6,2024-06-24 00:00:00
1835,蔬菜,,长茄,辽,1.3,0.95,0.6,2024-06-24 00:00:00
1836,蔬菜,,线茄,冀,1.5,1.15,0.8,2024-06-24 00:00:00
1837,蔬菜,,广茄,云京,2.0,1.4,0.8,2024-06-24 00:00:00
1838,蔬菜,,冬瓜,冀,0.7,0.65,0.6,2024-06-24 00:00:00
1839,蔬菜,,冬瓜,冀鄂,0.5,0.45,0.4,2024-06-24 00:00:00
1840,蔬菜,,毛冬瓜,冀鲁,0.8,0.65,0.5,2024-06-24 00:00:00
1841,蔬菜,,架豆,冀晋云,4.0,3.25,2.5,2024-06-24 00:00:00
