学校,学校排名,专业,最低分,最低分位次,录取人数,选科要求
浙江外国语学院,,网络与新媒体,588分,65498名,17人,政/地/技
兰州交通大学,,交通运输,588分,64616名,5人,物
湖北中医药大学,,中药制药,588分,64874名,1人,物+化
长春理工大学,,数据科学与大数据技术,588分,64668名,2人,物
黑龙江大学,,自动化,588分,65455名,2人,物
湖州师范学院,,生物科学(师范),588分,65431名,31人,化/生
湖北医药学院,,医学影像学,588分,65011名,2人,化+生
海南师范大学,,汉语国际教育(师范)(龙昆南校区.要求高考外语成绩不低于90分),588分,65282名,3人,史+政
江西中医药大学,,药物制剂(湾里校区),566分,88575名,1人,物+化
江西中医药大学,,保险学(湾里校区),564分,90601名,1人,不限
江西中医药大学,,中药制药(湾里校区),563分,92044名,3人,物+化
郑州轻工业大学,252,计算机科学与技术(科学校区),588分,65190名,2人,物
广西中医药大学,,中医骨伤科学,588分,64958名,2人,物/化/生
烟台大学,,英语(科教园区),588分,65140名,2人,不限
烟台大学,,汉语国际教育,588分,64705名,2人,不限
昆明医科大学,,药学,588分,65322名,2人,物/化/生
广东以色列理工学院,,生物技术(中外合作办学)(要求高考外语成绩不低于105分.全英文教学),588分,64858名,2人,物
山西中医药大学,,针灸推拿学,588分,65004名,2人,物/化/生
北华大学,,汉语言文学(师范)(高新校区),588分,64490名,2人,不限
济宁医学院,,中西医临床医学(济宁校区),588分,65222名,3人,物/化/生
济宁医学院,,临床医学(济宁校区),588分,64719名,9人,化+生
赣南医学院,,麻醉学,588分,64800名,2人,化+生
丽水学院,,口腔医学(少数民族班)(只招少数民族考生.莲都校区),588分,65239名,3人,物/化/生
绍兴文理学院,,法学,588分,65113名,59人,不限
安徽理工大学,,信息安全,588分,64495名,2人,物
安徽理工大学,,数字媒体技术,588分,65397名,2人,物
大连医科大学中山学院,,口腔医学,588分,64525名,8人,物/化/生
牡丹江医学院,,口腔医学,588分,64537名,2人,化+生
中国计量大学,,英语(要求高考英语成绩不低于110分),587分,65667名,80人,不限
四川外国语大学,,物流管理,587分,66601名,2人,不限
天津工业大学,,非织造材料与工程,587分,65813名,3人,物+化
重庆师范大学,,社会工作(大学城校区),587分,65916名,4人,不限
成都信息工程大学,,物流管理(龙泉校区),587分,66542名,2人,不限
湖北大学,,国际事务与国际关系(中外合作办学)(第一学年阳逻校区，第二至第四学年武昌主校区),587分,66350名,4人,不限
湖北大学,,旅游管理(第一学年阳逻校区，第二至第四学年武昌主校区),587分,66492名,2人,不限
武汉科技大学,,德语(黄家湖校区),587分,65783名,3人,不限
浙江中医药大学,,医学影像技术(第一学年在富春校区就读，第二学年起在滨文校区就读),587分,66121名,18人,物+生
浙江中医药大学,,中草药栽培与鉴定(富春校区),587分,66470名,28人,化/生
天津科技大学,,机械设计制造及其自动化(实行学分制收费.河西校区),587分,65583名,2人,物
西南医科大学,,康复治疗学(城北校区),587分,65676名,2人,化/生
广东工业大学,,交通运输(大学城校区),587分,66438名,2人,物+化
安徽师范大学,,俄语(天门山校区),587分,66575名,2人,不限
温州大学,,翻译(要求高考英语成绩不低于110分),587分,66031名,32人,不限
温州大学,,工业工程,587分,66198名,24人,不限
温州大学,,电子信息科学与技术,587分,65723名,85人,物
温州大学,,智能制造工程,587分,65758名,20人,物
昆明理工大学,,采矿工程(莲华校区),566分,88508名,2人,物/化
昆明理工大学,,土木工程(中外合作办学)(呈贡校区),540分,117240名,8人,物
青岛大学,,化学工程与工艺(浮山校区),587分,66371名,5人,物/化/生
华侨大学,,给排水科学与工程(城镇智能水系统方向)(厦门校区),587分,66130名,3人,物
上海工程技术大学,,交通运输(松江校区),587分,66257名,10人,物/化
北京联合大学,,会展经济与管理(北四环校区),587分,66039名,2人,不限
浙江农林大学,,金融工程(衣锦校区),587分,65823名,34人,不限
浙江农林大学,,城市管理(衣锦校区),587分,66064名,28人,不限
浙江农林大学,,动物医学(面向浙江户籍考生招生.东湖校区),587分,66385名,60人,物/化
浙江农林大学,,食品科学与工程(东湖校区),587分,65822名,32人,物/化/生
广西师范大学,,日语(雁山校区),569分,85875名,2人,史/政/地
广西师范大学,,商务英语(雁山校区),559分,97067名,3人,史/政/地
浙江农林大学,,生物技术(东湖校区),587分,66142名,23人,物/化/生
中国劳动关系学院,,劳动与社会保障(低年级在涿州校区),587分,65902名,4人,不限
温州医科大学,,运动康复,587分,66080名,22人,不限
南京工程学院,,信息管理与信息系统,587分,65938名,2人,物
湖南工商大学,,通信工程,587分,66139名,1人,物
中华女子学院,,养老服务管理(只招女生.第一年在北校区),567分,88116名,4人,不限
中华女子学院,,数字媒体技术(只招女生.第一年在北校区),563分,92139名,2人,物
厦门理工学院,273,计算机科学与技术,587分,66132名,3人,物
天津理工大学,,材料科学与工程,587分,66117名,2人,物
山西大学,,俄语(坞城校区),587分,66444名,2人,不限
上海电机学院,,电气类(临港校区.含电机电器智能化，新能源科学与工程，测控技术与仪器专业),587分,66386名,3人,物
南昌航空大学,,新闻学(前湖校区),587分,66499名,2人,不限
南昌航空大学,,智能制造工程(前湖校区),587分,65763名,2人,物
南昌航空大学,,通信工程(前湖校区),587分,65719名,2人,物
安徽农业大学,,应用心理学,587分,65735名,2人,不限
安徽农业大学,,生物制药,587分,66119名,2人,物/化/生
南通大学,,交通设备与控制工程,587分,66510名,6人,物/化
西南民族大学,,金融学类(航空港校区.含金融学，金融工程专业),587分,66446名,3人,不限
曲阜师范大学,,教育技术学(师范)(日照校区),587分,66216名,2人,不限
西南科技大学,,中国语言文学类(青义校区含汉语言文学，汉语国际教育专业),587分,66400名,3人,不限
浙大城市学院,,财务管理,587分,66245名,46人,不限
东北电力大学,,能源与动力工程(船营校区),587分,65897名,8人,物
东北电力大学,,信息与计算科学(船营校区),587分,65546名,2人,物
江西中医药大学,,应用心理学(湾里校区),587分,65623名,2人,不限
昆明理工大学,,工商管理(呈贡校区),587分,66322名,2人,不限
昆明理工大学,,应用化学(呈贡校区),587分,66382名,2人,物/化
湖南科技大学,,翻译,587分,66339名,1人,不限
湖南科技大学,,人力资源管理,587分,65922名,2人,不限
河南科技大学,,物联网工程(开元校区),587分,66057名,2人,物
安徽工业大学,,光电信息科学与工程(秀山校区),587分,66536名,2人,物
广东海洋大学,,电气工程及其自动化(湖光校区),587分,65675名,1人,物
华东交通大学,,给排水科学与工程,587分,66295名,2人,物
浙江外国语学院,,英语(要求高考英语成绩不低于120分),587分,66592名,25人,不限
江苏海洋大学,,机器人工程(中外合作办学)(苍梧校区),567分,87967名,2人,物
江苏海洋大学,,船舶与海洋工程(中外合作办学)(苍梧校区),541分,116872名,2人,物
南宁师范大学,,法学(五合校区),587分,66583名,2人,不限
海南医学院,,中西医临床医学,587分,65548名,3人,化
长春理工大学,,智能科学与技术,587分,65966名,2人,物
长春理工大学,,机器人工程,587分,65725名,2人,物
长春理工大学,,信息安全,587分,66047名,3人,物
西华大学,,电气工程及其自动化(郫都校区),587分,65784名,4人,物
黑龙江大学,,经济学,587分,66195名,2人,不限
南华大学,,能源与动力工程(雨母校区),587分,65579名,2人,物/化
河南农业大学,,烟草,587分,65973名,4人,化/生
江西科技师范大学,,生物科学(师范)(枫林校区),587分,66513名,2人,化/生
湖南农业大学,,人文地理与城乡规划,587分,66602名,2人,物/化/地
安徽建筑大学,270,计算机科学与技术(南校区),587分,65748名,2人,物
安徽中医药大学,,中药学(少荃湖校区),587分,66279名,2人,化
湖州师范学院,,英语(师范)(要求高考外语成绩不低于100分),587分,66534名,96人,不限
江西理工大学,,财务管理(南昌校区),587分,65696名,3人,不限
江西理工大学,,电气工程及其自动化(赣州三江校区),587分,66137名,2人,物
长春工业大学,,网络与新媒体(北湖校区),587分,66489名,1人,不限
天津商业大学,,经济学类(含经济学，财政学金融学，信用管理，国际经济与贸易专业),587分,66355名,4人,不限
嘉兴学院,,法学(梁林校区),587分,65704名,51人,不限
湖北医药学院,,儿科学,587分,65937名,1人,化+生
云南民族大学,,汉语言文学(雨花校区),587分,65834名,4人,史/政/地
皖南医学院,,预防医学(滨江校区),587分,65986名,2人,化/生
皖南医学院,,麻醉学(滨江校区),587分,65527名,6人,化+生
河北经贸大学,,会计学,587分,66447名,5人,不限
临沂大学,,法学,587分,66543名,5人,不限
济宁医学院,,医学影像学(济宁校区),587分,65684名,1人,化+生
台州学院,,思想政治教育(师范)(临海校区),587分,66453名,30人,政
长春师范大学,,英语(师范)(中工校区.要求高考英语成绩不低于105分),587分,66377名,2人,不限
安徽理工大学,,自动化,587分,65785名,2人,物
安徽理工大学,,集成电路设计与集成系统,587分,65796名,2人,物
天津医科大学临床医学院,,口腔医学,587分,65687名,4人,化+生
南京审计大学,,工程管理(中外合作办学),586分,66947名,2人,物
杭州师范大学,,日语(大一，大二在下沙校区大三起在仓前校区),586分,67491名,47人,不限
大连外国语大学,,国际经济与贸易,586分,67451名,1人,不限
重庆理工大学,,车辆工程(两江校区),586分,67511名,2人,物
江苏科技大学,,公共事业管理,586分,67628名,3人,不限
江苏科技大学,,海洋工程类(含船舶与海洋工程，海洋工程与技术专业),586分,67175名,6人,物
重庆工商大学,,机械类(南岸校区.含机械设计制造及其自动化，机械电子工程专业),586分,67502名,1人,物
新疆大学,,资源勘查工程(博达校区),586分,67498名,2人,物/化
新疆大学,,生态学(博达校区),586分,66779名,2人,物/化/生
集美大学,,港口航道与海岸工程,586分,66819名,3人,物
安徽师范大学,,法语(天门山校区),586分,67673名,2人,不限
温州大学,,金融工程,586分,67579名,71人,不限
西安工业大学,,工业工程(未央校区),586分,67527名,2人,不限
上海商学院,,国际经济与贸易(奉浦校区),586分,67433名,6人,不限
天津外国语大学,,数字媒体技术(滨海校区),586分,67300名,2人,物
浙江农林大学,,农林经济管理(衣锦校区),586分,66767名,43人,不限
浙江农林大学,,文化产业管理(茶文化)(东湖校区),586分,67168名,21人,不限
浙江农林大学,,电子商务(衣锦校区),586分,67194名,37人,不限
浙江农林大学,,林学(面向浙江户籍考生招生.东湖校区),586分,66772名,63人,物/化/生
浙江农林大学,,食品质量与安全(东湖校区),586分,67150名,26人,物/化/生
哈尔滨医科大学,,康复治疗学(大庆校区),586分,66986名,5人,物/化/生
湖南科技大学,,土木工程,569分,85229名,4人,物
湖南科技大学,,材料科学与工程,569分,85037名,4人,化
湖南科技大学,,日语,568分,86641名,2人,不限
湖南科技大学,,环境工程,568分,86561名,3人,物/化/生
湖南科技大学,,安全工程,564分,90562名,2人,物
云南师范大学,,物理学(师范)(呈贡主校区),586分,66768名,4人,物
西安财经大学,,金融数学(长安校区),586分,66650名,2人,不限
成都大学,,测绘工程,586分,67038名,2人,物
成都大学,,制药工程,586分,67342名,2人,化/生
